RMS_X,RMS_Y,RMS_Z,PP_X,PP_Y,PP_Z,KURTOSIS_X,KURTOSIS_Y,KURTOSIS_Z,F1_X,F1_Y,F1_Z,M1_X,M1_Y,M1_Z,F2_X,F2_Y,F2_Z,M2_X,M2_Y,M2_Z,F3_X,F3_Y,F3_Z,M3_X,M3_Y,M3_Z,F4_X,F4_Y,F4_Z,M4_X,M4_Y,M4_Z,F5_X,F5_Y,F5_Z,M5_X,M5_Y,M5_Z,F6_X,F6_Y,F6_Z,M6_X,M6_Y,M6_Z,F7_X,F7_Y,F7_Z,M7_X,M7_Y,M7_Z,F8_X,F8_Y,F8_Z,M8_X,M8_Y,M8_Z,Label
1.68,0.9,2.3,6.68,4.88,10.02,-1.17,-0.31,-1.06,28,119,28,-2.79,-13.7,-0.09,57,57,57,-18.13,-16.13,-15.84,23,28,86,-23.99,-16.46,-17.88,119,21,24,-25.61,-17.41,-21.65,299,145,51,-26.11,-18.88,-21.71,145,86,328,-27.13,-19.51,-25.92,35,135,61,-29.55,-22.04,-26.08,357,110,34,-29.65,-26.45,-26.17,5
1.66,0.98,2.19,6.64,5.71,9.54,-1.24,-0.31,-1.03,28,119,28,-2.92,-11.04,-0.97,57,28,57,-18.44,-14.07,-15.6,119,57,86,-22.98,-16.05,-17.72,299,144,299,-25.75,-17.74,-25.35,145,23,39,-27.88,-19.53,-26.18,357,86,119,-29.07,-19.77,-26.32,40,148,178,-29.49,-21.5,-26.5,328,137,111,-29.9,-22.73,-27.51,5
1.62,0.86,2.08,6.95,5.33,8.57,-1.16,-0.13,-1.14,28,119,28,-3.11,-13.44,-1.25,57,28,57,-18.53,-14.08,-14.73,23,57,86,-25.84,-16.02,-18.31,119,86,103,-25.85,-18.75,-21.07,299,103,51,-26.43,-18.9,-22.45,145,145,119,-26.51,-19.29,-23.65,328,22,22,-26.58,-22.22,-24.06,357,135,351,-27.45,-23.58,-25.64,5
1.6,0.93,1.98,6.77,5.51,8.24,-1.21,-0.18,-1.13,28,119,28,-3.24,-11.12,-1.44,59,21,57,-19.83,-13.37,-14.89,119,28,86,-23.03,-16.09,-20.03,378,57,23,-25.58,-16.8,-20.13,299,145,36,-26.1,-17.98,-24.66,145,111,299,-27.73,-20.87,-24.93,47,86,111,-30.52,-22.23,-25.06,177,148,186,-30.54,-24.91,-25.89,5
1.64,0.86,2.08,7.28,4.91,8.76,-1.16,-0.34,-1.11,28,119,28,-3.26,-12.33,-1.32,57,28,86,-20.02,-14.38,-18.18,119,21,59,-24.29,-17.12,-19.21,38,57,115,-26.01,-17.94,-23.94,22,86,105,-27.06,-19.77,-24.59,299,144,45,-28.17,-20.3,-24.81,357,105,52,-28.54,-22.43,-25.15,144,52,24,-28.79,-23.79,-26.28,5
1.67,0.94,1.92,7.74,5.5,9.81,-1.1,-0.4,-0.8,28,119,28,-2.9,-11.96,-2.9,57,28,57,-17.48,-15.5,-15.27,119,57,86,-24.42,-16.34,-18.04,328,22,21,-25.33,-17.54,-20.86,299,145,24,-25.62,-18.19,-23.01,357,86,40,-26.67,-20.67,-24.14,385,135,105,-27.44,-21.68,-25.32,23,105,299,-27.48,-22,-25.55,5
1.61,0.92,2.04,6.67,5.35,8.31,-1.16,-0.11,-1.16,28,119,28,-3.14,-12.36,-1.19,57,28,57,-16.97,-12.67,-14.85,119,22,86,-24.84,-13.75,-17.77,378,57,299,-24.85,-14.75,-22.78,299,86,378,-25.35,-20.04,-24.48,328,145,22,-27.65,-20.21,-25.03,22,136,119,-27.68,-22.82,-25.73,320,32,178,-29.36,-26.59,-27.41,5
1.6,0.94,2.11,6.55,5.59,8.83,-1.12,-0.21,-1.15,28,119,28,-3.25,-11.56,-1,57,28,57,-16.85,-13.14,-15.09,119,57,86,-23.63,-15.3,-17.17,299,145,299,-23.89,-17.6,-20.68,357,86,52,-25.44,-20.37,-23.91,328,21,22,-25.83,-20.6,-25.52,145,140,328,-26.38,-22.84,-26.11,23,112,115,-27.78,-24.4,-26.4,5
1.67,0.88,2.07,7.09,5.86,8.29,-1.17,-0.14,-1.11,28,119,28,-2.91,-14.45,-1.26,57,28,57,-17.6,-15.59,-16.05,299,57,86,-24.97,-16.94,-17.49,119,145,44,-25.99,-17.65,-20.08,376,86,51,-26.03,-19.99,-23.14,328,103,191,-27.22,-20.87,-23.47,357,137,299,-27.24,-20.9,-23.86,22,148,103,-27.45,-20.92,-24.08,5
1.56,0.86,2.07,6.2,4.36,9.78,-1.21,-0.45,-1.05,28,119,28,-3.5,-12.28,-1.43,57,28,57,-17.2,-13.79,-17.04,119,21,87,-24.33,-16.03,-18.8,22,57,22,-24.91,-16.65,-20.39,299,145,178,-26.47,-19.55,-23.86,378,86,299,-26.81,-20.54,-24.58,328,137,103,-26.99,-23.76,-26.33,318,111,119,-28.84,-24.03,-26.49,5
1.65,0.95,2.25,7.46,5.83,10.59,-1.13,-0.3,-0.94,28,119,28,-3.18,-11.78,-1.03,57,28,57,-18.36,-13.2,-16.12,119,57,86,-23.32,-15.44,-17.36,299,21,119,-25.97,-18.34,-23.4,145,145,177,-27.63,-18.53,-23.46,22,148,186,-28.12,-20.08,-24.58,379,86,299,-28.21,-20.19,-24.79,177,139,39,-28.47,-22.88,-25,5
1.68,0.93,2.14,7.69,5.38,10.03,-0.92,-0.14,-1.06,28,119,28,-3.54,-13.51,-1.04,57,57,57,-17.45,-14.31,-15.73,36,28,22,-23.56,-14.86,-17.51,119,86,87,-24.09,-18.18,-18.52,49,21,39,-26.02,-18.22,-20.92,299,145,44,-26.28,-18.86,-22.02,145,51,299,-26.28,-24.88,-23.05,376,115,119,-27.91,-25.46,-25.99,5
1.67,0.97,2.33,6.83,5.36,9.58,-1.16,-0.33,-1.19,28,119,28,-2.94,-10.37,-0.31,57,28,86,-16.61,-15.22,-17.37,119,57,34,-22.36,-18.52,-19.86,299,86,39,-26.3,-19.5,-22.47,177,135,177,-27.49,-22.09,-22.66,148,145,61,-29.77,-22.25,-23,385,21,55,-30.58,-24.08,-23.08,86,111,44,-30.78,-25.98,-23.51,5
1.75,0.95,2.3,9.82,6.37,10.38,-0.82,-0.09,-1.06,28,119,28,-2.83,-13.5,-0.44,57,57,57,-17.29,-13.91,-14.92,119,28,86,-24.88,-14.06,-18.54,34,145,34,-26.05,-21.19,-21.93,328,21,52,-27.01,-21.65,-24.84,299,86,190,-27.02,-23.43,-25.19,48,132,299,-27.98,-23.61,-25.66,378,136,178,-29.32,-24.72,-26.21,5
1.67,0.92,2.21,7.01,5.22,9.43,-1.22,-0.21,-1.11,28,119,28,-2.85,-11.82,-0.73,57,28,86,-17.97,-14.92,-18.03,119,57,57,-23.01,-17.73,-19.55,299,139,60,-23.33,-18.02,-21.04,139,21,52,-27.38,-18.73,-22.16,357,145,299,-27.74,-20.56,-23.27,328,86,192,-28.77,-20.68,-25.72,22,135,178,-28.83,-22.56,-25.83,5
1.54,0.9,1.95,6.3,5.38,8.02,-1.18,-0.32,-1.18,28,119,28,-3.55,-11.91,-1.74,57,28,57,-18.23,-14.29,-15.84,119,57,86,-23.57,-15.56,-18.93,299,144,299,-24.45,-19.48,-22.97,328,86,328,-26.23,-19.86,-24.18,376,21,102,-28.86,-20.6,-24.34,22,148,61,-29.29,-23.49,-24.47,318,102,53,-30.04,-25.28,-24.56,5
1.65,0.96,2.13,7.74,5.87,8.83,-1.1,-0.34,-1.13,28,119,28,-3.02,-11.6,-0.85,57,57,57,-17.02,-15.31,-13.51,119,28,86,-23.51,-15.8,-19,357,145,21,-25.14,-17.37,-20.35,145,86,36,-26.13,-20.32,-24.37,299,139,45,-26.44,-21.36,-24.51,376,135,105,-27.26,-23,-25.06,22,103,52,-28.22,-24.57,-25.25,5
1.67,0.88,1.99,6.96,4.51,8.65,-1.18,-0.67,-1.06,28,119,28,-3.02,-11.97,-1.57,57,28,57,-17.04,-14.36,-15.6,119,57,86,-23.41,-16.98,-18.08,299,21,299,-24.83,-19.4,-23.47,22,145,52,-25.57,-19.81,-24.42,378,86,44,-25.75,-21.65,-25.29,145,102,23,-28.45,-23.6,-25.3,47,148,328,-29.14,-24.54,-25.52,5
1.69,0.93,2.12,9.02,5.25,9,-1,-0.34,-1.11,28,119,28,-3.21,-11.86,-1.14,57,28,57,-18.21,-13.87,-12.78,119,57,86,-23.32,-14.66,-19.93,299,21,23,-25.96,-16.67,-20.91,378,145,103,-26.12,-19.39,-22.75,357,86,299,-26.18,-20.34,-24.75,24,103,116,-28.35,-21.94,-25.56,145,136,190,-29.54,-24.19,-27.58,5
1.66,0.9,2.09,7.86,5.31,8.95,-1.02,-0.2,-1.19,28,119,28,-3.12,-14.53,-1.11,57,28,59,-18.93,-15,-17.57,357,59,86,-24.84,-16.34,-17.9,299,145,34,-26.05,-16.51,-21.21,144,86,103,-26.61,-20.42,-22.71,119,103,51,-27.34,-20.76,-22.74,328,45,119,-29.37,-22.94,-23.48,313,139,299,-29.41,-22.98,-23.6,5
1.6,0.89,1.98,6.49,4.78,8.93,-1.25,-0.38,-1.1,28,119,28,-3.16,-12.21,-1.66,57,28,57,-18.21,-14.11,-15.46,119,57,86,-23.87,-15.85,-18.06,299,144,299,-24.31,-18.33,-24.6,144,86,178,-27.53,-20.15,-24.74,39,23,108,-28.47,-21.68,-24.93,385,139,115,-29.44,-23.63,-25.66,178,108,32,-31.26,-25.04,-25.87,5
1.67,0.93,2.09,7.71,5.55,9.19,-1.08,-0.32,-1.12,28,119,28,-3.4,-11.36,-1.3,57,28,57,-18.13,-14.08,-14.29,119,57,86,-23.53,-15.41,-18.1,145,145,52,-26,-17.54,-18.86,43,86,178,-26.48,-21.17,-23.41,299,148,39,-27,-21.78,-23.69,378,22,299,-27.19,-22.34,-24.06,328,140,115,-27.39,-23.79,-25.49,5
1.68,0.87,2.02,8.24,5.36,9.28,-1.01,-0.15,-1.04,28,119,28,-2.9,-13.82,-1.65,57,28,57,-17.4,-14.44,-16.14,299,57,86,-25.33,-16.38,-17.34,119,145,21,-25.47,-17.17,-20.01,145,86,47,-26.5,-20.41,-24,378,22,186,-26.76,-20.55,-24.33,357,102,299,-29.57,-22.02,-25.35,320,136,111,-29.76,-23.32,-25.42,5
1.66,0.94,2.17,6.97,4.92,9.01,-1.16,-0.42,-1.28,28,119,28,-2.89,-11.81,-0.83,57,145,86,-16.73,-16.35,-19.14,119,28,57,-23.32,-16.46,-19.74,145,57,299,-24.98,-19.35,-25.03,299,86,115,-26.06,-22.48,-25.08,45,133,178,-28.2,-23.81,-25.31,35,23,194,-28.46,-25.64,-25.58,39,48,48,-28.52,-27.07,-26.18,5
1.62,0.89,2.07,6.42,5.3,9.38,-1.19,-0.05,-1.04,28,119,28,-2.97,-13.39,-1.29,57,28,57,-19.54,-14.94,-14.41,357,57,86,-24.86,-15.46,-18.46,119,21,102,-25.36,-15.86,-19.48,299,145,299,-25.57,-16.97,-23.67,145,102,178,-25.96,-19.68,-25.55,328,86,119,-26.96,-21.17,-26,38,115,110,-28.09,-22.82,-26.28,5
1.64,0.96,2.08,6.66,5.06,9.24,-1.17,-0.28,-1.12,28,119,28,-2.84,-11.89,-1.16,57,28,57,-17.37,-14.62,-15.81,119,57,86,-23.87,-15.04,-17.44,299,145,299,-24.26,-19.84,-22.33,378,86,21,-25.17,-20.32,-23.42,328,139,23,-28.22,-20.47,-24.06,380,103,52,-29.09,-21.15,-24.33,145,148,103,-29.83,-22.88,-24.71,5
1.53,0.85,2.1,6.44,4.86,10.4,-1.13,-0.4,-1.02,28,119,28,-3.58,-13.2,-1.33,57,28,57,-17.62,-14,-15.74,119,57,87,-24.88,-15.87,-18.5,299,22,119,-25.65,-20.32,-23.31,40,145,328,-25.92,-20.58,-25.86,357,86,52,-26.69,-21.5,-26.15,22,148,102,-27.98,-23.48,-26.43,380,52,190,-29.21,-25.09,-26.68,5
1.72,0.97,2.08,7.33,5.29,9.21,-1.09,-0.44,-1.1,28,119,28,-3.01,-11.9,-1.24,57,28,57,-18.06,-12.81,-15.64,22,57,86,-21.65,-15.2,-17.47,119,21,21,-23.28,-18.83,-24.48,35,140,299,-24.01,-19.67,-24.84,357,86,103,-24.25,-19.69,-25.38,299,135,178,-25.14,-20.24,-25.56,51,145,190,-27.12,-20.4,-25.58,5
1.53,0.89,1.94,5.98,4.84,8.32,-1.19,-0.44,-1.07,28,119,28,-3.61,-12.52,-1.9,57,28,57,-18.21,-14.03,-14.03,119,57,86,-25.01,-15.78,-18.72,299,145,22,-26.58,-19.26,-21.6,43,148,299,-27.5,-20.89,-23.34,145,86,119,-28.42,-21.58,-23.42,328,23,103,-29.41,-22.27,-24.27,372,102,112,-29.67,-23.23,-25.49,5
1.66,0.85,2.05,8.79,4.48,8.3,-0.83,-0.57,-1.16,28,119,28,-3.02,-12.34,-1.34,57,57,57,-17.57,-15.97,-15.79,119,28,86,-24.56,-16.03,-18.05,299,86,22,-25.2,-20.39,-22.57,376,145,299,-25.82,-21.74,-23.47,328,135,32,-28.99,-23.26,-24.45,380,148,119,-29.17,-23.68,-26.35,318,103,103,-29.5,-24.44,-26.35,5
1.63,0.88,2.02,7.08,4.97,8.14,-1.14,-0.16,-1.16,28,119,28,-2.97,-12.92,-1.56,57,28,57,-17.95,-14.73,-15.29,119,57,86,-24.25,-15.06,-17.77,299,145,299,-24.31,-18.47,-22.91,328,21,119,-24.96,-18.63,-25.34,378,86,378,-26.33,-21.07,-25.39,36,136,191,-26.57,-26.33,-25.47,145,299,186,-27.82,-26.9,-25.64,5
1.62,0.93,2.16,6.78,5.96,9,-1.13,-0.1,-1.16,28,119,28,-3.24,-13.2,-0.73,57,57,57,-17.71,-15.26,-16.93,22,28,86,-22.12,-16.16,-17.57,119,86,24,-23.99,-17.84,-21.54,299,145,299,-24.47,-18.04,-22.73,328,21,328,-26.26,-19.67,-25.96,145,111,119,-26.77,-22.16,-26.02,52,115,115,-30.59,-22.93,-26.14,5
1.62,0.97,2.09,6.68,5.21,8.87,-1.14,-0.36,-1.14,28,119,28,-3.31,-11.23,-1.87,57,57,57,-17.58,-15.29,-14.31,119,21,86,-22.75,-16.27,-18.37,299,28,21,-26.26,-16.47,-19.33,328,86,52,-26.38,-19.54,-22.45,378,145,116,-28.51,-19.81,-24.07,34,103,299,-28.52,-23.53,-24.23,49,52,34,-28.71,-24.62,-25.46,5
1.64,0.85,2.03,8.7,5.4,9.54,-0.9,-0.12,-0.86,28,28,28,-3.46,-12.75,-2.06,57,119,57,-18.04,-14.46,-15.08,299,57,86,-25.14,-15.35,-18.46,119,145,52,-26.02,-18.37,-21.96,21,86,21,-26.26,-19.56,-22.56,380,21,299,-26.83,-20.57,-24.23,40,139,328,-27.02,-23.5,-24.66,357,135,111,-28.06,-24.03,-25.05,5
1.6,1,2.1,7.03,5.29,9.17,-1.17,-0.32,-1.12,28,119,28,-3.29,-12.09,-1.3,57,21,57,-20.85,-12.48,-14.29,119,28,86,-22.99,-16.14,-16.68,39,57,52,-25.64,-16.3,-23.03,299,145,115,-26.33,-17.08,-24.44,145,87,103,-26.74,-19.06,-25.02,376,135,299,-27.94,-23.74,-25.04,49,102,177,-28.28,-24.44,-25.29,5
1.61,0.89,2.09,6.7,5.32,9.42,-1.2,-0.18,-1.01,28,119,28,-3.2,-13.52,-1.57,57,57,57,-19.92,-14.86,-13.38,119,28,86,-25.56,-15,-18.33,299,21,34,-25.63,-15.5,-22.67,328,87,299,-25.93,-19.8,-22.92,45,145,103,-26.96,-20.71,-23.87,378,103,115,-27.53,-21.28,-25.16,357,148,39,-27.87,-22.61,-25.53,5
1.57,0.91,2.2,6.65,4.96,10.45,-1.21,-0.23,-0.98,28,119,28,-3.24,-11.93,-0.5,57,28,86,-19.5,-13.58,-18.02,119,57,57,-23.4,-16.79,-18.04,299,145,35,-26.35,-18.39,-19.1,378,135,52,-26.63,-19.47,-21.28,22,86,39,-27.24,-20.27,-22.97,145,21,192,-27.43,-21.08,-23.9,328,111,299,-29.62,-21.92,-25.16,5
1.68,0.94,2.37,7.27,5.5,9.97,-1.2,-0.38,-1.1,28,119,28,-2.92,-13,-0.13,57,57,57,-16.79,-14.16,-13.51,144,144,86,-24.03,-15.33,-17.46,119,28,177,-24.51,-15.78,-24.6,299,86,186,-26.15,-18.92,-24.8,378,148,42,-26.34,-21.05,-25.63,49,139,299,-27.34,-23.84,-25.83,34,103,119,-27.93,-24.57,-26.01,5
1.59,0.94,2.03,6.72,5.35,8.95,-1.18,-0.27,-1.1,28,119,28,-3.18,-11.66,-1.31,57,28,57,-20.14,-15.07,-14.32,357,57,86,-23.04,-15.73,-17.94,119,145,299,-23.36,-17.89,-23.1,49,86,53,-24.59,-19.5,-23.65,297,139,23,-26.39,-22.54,-23.88,145,21,177,-26.8,-26.19,-25.19,328,106,189,-27.4,-26.33,-25.59,5
1.55,0.86,2.04,6.26,4.67,8.98,-1.25,-0.46,-1.16,28,28,28,-3.59,-13.28,-1.27,57,119,57,-18.88,-13.49,-15.24,299,57,86,-25.84,-14.52,-19.74,119,144,177,-26.22,-18.57,-24.53,144,21,102,-27.3,-21.03,-24.66,380,86,119,-28.3,-21.58,-25.05,177,139,21,-29.51,-22.58,-25.22,40,112,297,-29.59,-23.9,-26.12,5
1.61,0.95,2.13,6.7,5.77,8.81,-1.17,-0.34,-1.17,28,119,28,-3.23,-12.07,-1.11,57,57,57,-17.27,-15.43,-13.94,119,28,86,-24.38,-16.08,-18.15,297,145,178,-25.9,-17.41,-22.87,145,22,52,-25.97,-19.85,-23.34,376,86,190,-27.42,-19.87,-23.8,21,137,102,-28.02,-21.91,-25.03,49,52,115,-28.06,-24.64,-25.77,5
1.64,0.96,2.01,6.81,5.78,7.94,-1.19,0.01,-1.17,28,119,28,-3.15,-13.53,-1.71,57,28,57,-17.82,-14.46,-15.45,119,57,86,-24.08,-15.13,-18.01,299,86,328,-24.8,-19.77,-23.05,378,144,47,-25.27,-19.92,-23.75,23,115,299,-25.43,-20.85,-25.19,357,139,112,-27.62,-23.02,-25.74,328,135,115,-27.78,-23.27,-26.14,5
1.59,0.87,2.07,6.87,4.69,9.46,-1.14,-0.34,-0.98,28,119,28,-3.19,-12.88,-1.31,57,28,57,-17.44,-16.2,-18.02,119,57,86,-23.87,-17.49,-19.25,299,145,24,-26.02,-19.67,-20.14,328,86,21,-27.61,-19.81,-20.33,145,115,40,-28.31,-21.93,-23.06,360,105,299,-28.48,-21.95,-23.51,47,21,118,-28.9,-23.17,-25.52,5
1.6,0.98,1.97,7.17,5.33,8.66,-1.01,-0.44,-1.02,28,119,28,-3.41,-11.79,-1.88,57,28,86,-16.8,-13.17,-18.59,119,21,57,-22.72,-17.09,-19.75,357,57,299,-24.24,-17.55,-22.4,23,144,328,-26.07,-18.41,-24.42,144,115,39,-27.63,-19.26,-24.5,328,86,115,-27.75,-21.33,-25.81,299,105,44,-27.87,-25.04,-25.96,5
1.59,0.89,2.09,6.82,5.48,10.46,-1.15,0.11,-1.08,28,21,28,-3.38,-14.44,-1.09,57,57,57,-17.13,-14.63,-13,299,28,86,-25.26,-14.89,-19.4,357,119,23,-25.52,-15.04,-19.44,23,144,119,-26.4,-18.41,-24.45,145,86,52,-26.57,-18.82,-25.96,119,139,177,-27.39,-20.84,-26.25,21,115,299,-29.75,-22.2,-26.62,5
1.63,1.04,2.04,6.89,5.82,8.37,-1.15,-0.36,-1.16,28,119,28,-2.96,-10.82,-1.37,57,57,57,-17.17,-15.18,-16.24,119,28,86,-23.01,-15.58,-18.41,299,86,116,-24.58,-20.36,-22.49,47,148,299,-27.46,-20.54,-24.44,376,139,103,-30.72,-21.3,-24.63,177,103,189,-30.87,-21.95,-25.4,148,136,328,-30.93,-23.92,-25.93,5
1.63,0.87,2.03,7.06,4.71,8.06,-1.12,-0.34,-1.15,28,119,28,-3.04,-12.49,-1.38,57,28,57,-16.66,-13.9,-15.94,119,57,86,-24.47,-16.17,-18.15,299,86,328,-25.29,-20.08,-23.59,357,144,299,-25.67,-20.25,-24.36,376,148,119,-27.1,-22.32,-24.97,23,133,47,-27.18,-23.93,-25.3,47,23,194,-27.32,-24.86,-26.6,5
1.59,0.94,2.11,6.69,6.29,8.76,-1.18,-0.24,-1.14,28,119,28,-3.01,-11.91,-0.97,57,28,59,-18.12,-16.42,-17.95,119,57,86,-23.4,-17.04,-18.42,299,145,44,-24.85,-17.26,-23.97,145,21,299,-27.62,-18.46,-24.04,39,86,22,-28.72,-20.39,-24.46,328,132,191,-29.15,-20.84,-25.34,357,26,51,-29.18,-22.25,-25.48,5
1.75,0.87,2.25,7.88,4.74,9.76,-1.07,-0.29,-1.17,28,119,28,-2.5,-13.83,-0.66,57,57,57,-16.84,-16.21,-16.34,21,28,86,-24.28,-17.21,-17.93,48,145,119,-26.04,-20.57,-23.9,119,133,110,-26.15,-20.6,-26.3,299,86,206,-27.31,-20.63,-26.84,378,22,299,-29.86,-22.95,-27.66,40,122,105,-29.98,-25.8,-27.89,5
1.69,0.98,2.18,7.37,5.74,9.11,-1.18,-0.21,-1.15,28,119,28,-2.95,-11.91,-1.11,57,57,57,-18.69,-13.91,-13.81,119,28,86,-23.09,-16.9,-18.23,357,21,105,-24.89,-17.22,-22.98,299,145,22,-26.13,-19.51,-23.85,145,133,374,-27.42,-19.74,-24.21,376,86,328,-28.55,-20.49,-24.66,22,105,115,-28.74,-20.77,-24.8,5
1.66,0.9,2.08,7.12,5.91,9.1,-1.16,-0.09,-1.1,28,119,28,-2.79,-13.86,-1.34,57,57,57,-17.56,-15.56,-16.24,299,28,86,-24.74,-16.99,-17.51,376,145,299,-25.89,-17.05,-22.14,119,86,32,-25.91,-20.27,-22.23,328,133,38,-26.94,-22.19,-24.74,34,103,328,-27.86,-22.87,-25.32,145,137,115,-28.33,-23.38,-25.77,5
1.75,0.97,2.12,8.37,6.09,9.25,-0.96,-0.28,-1.13,28,119,28,-2.7,-12.63,-1.2,57,57,57,-17.25,-15.18,-15.91,119,145,86,-24.41,-15.76,-18.53,299,28,52,-24.9,-16.67,-21.73,145,103,103,-25.5,-20.27,-21.79,357,22,21,-28.83,-20.31,-23.24,47,86,115,-28.83,-20.39,-23.58,38,139,299,-29.21,-23.19,-24.02,5
1.58,0.94,2.01,6.41,4.75,8.28,-1.16,-0.48,-1.16,28,119,28,-3.19,-13.1,-1.42,57,57,57,-18.17,-15.1,-14.94,119,28,86,-25.12,-16,-16.94,144,144,116,-25.93,-17.48,-24.7,357,21,186,-26.6,-17.86,-25.84,297,86,297,-28.22,-21.29,-26.15,385,137,119,-28.43,-21.93,-26.78,376,108,21,-28.46,-23.87,-26.98,5
1.54,0.9,1.99,6.7,5.67,9.58,-1.11,-0.08,-1.07,28,119,28,-3.75,-12.65,-2.15,57,21,57,-17.96,-14.32,-13.97,119,28,86,-24.24,-14.7,-17.77,39,57,23,-26.24,-15.41,-21.3,299,145,39,-26.39,-19.06,-21.8,34,86,115,-26.81,-20.68,-22.49,44,105,299,-28.42,-22.56,-23.6,145,135,45,-28.53,-23.62,-23.98,5
1.69,0.98,2.19,7.36,5.72,10.29,-1.11,-0.31,-0.92,28,119,28,-2.88,-11.08,-0.91,57,28,86,-18.23,-15.58,-18.39,119,57,57,-24.21,-18.38,-19.04,299,21,299,-25.3,-20.09,-23.58,357,133,191,-27.88,-20.12,-24.86,328,145,21,-28,-20.6,-25.1,24,86,51,-28.27,-21.38,-25.6,45,139,36,-28.63,-23.48,-26.74,5
1.65,0.86,2.14,7.15,5.55,8.46,-1.09,-0.01,-1.21,28,28,28,-3.19,-13.13,-0.86,57,119,57,-16.85,-14.95,-15.88,357,145,86,-24.18,-17.75,-17.83,299,57,22,-24.36,-17.91,-19.39,145,86,115,-25.95,-19.84,-22.52,47,139,299,-27.32,-22.33,-23.43,119,131,51,-27.34,-24.92,-25.77,34,44,378,-28.36,-25.11,-26.09,5
1.66,1.04,2.25,6.98,5.86,9.24,-1.19,-0.43,-1.21,28,119,28,-3.21,-11.26,-0.84,57,57,57,-16.93,-14.2,-14.75,119,28,86,-23.21,-15.06,-18.2,148,22,116,-27.37,-18.05,-21.14,145,145,53,-27.4,-20.09,-21.97,322,87,103,-27.69,-20.31,-22.38,299,143,49,-27.99,-21.31,-23.37,32,105,38,-28.29,-21.83,-24.75,5
1.58,0.91,2.08,6.38,4.66,8.54,-1.15,-0.43,-1.19,28,119,28,-3.36,-12.75,-1.1,57,28,57,-19,-14.76,-16.09,119,57,86,-25.02,-16.17,-17.93,357,145,191,-26.05,-17.55,-21.02,378,21,35,-26.54,-17.86,-24.69,299,86,328,-26.56,-20.43,-25.06,191,136,115,-26.77,-22.53,-25.09,145,139,119,-27.32,-25.5,-25.49,5
1.77,0.96,2.37,7.27,5.63,9.71,-1.22,-0.31,-1.15,28,119,28,-2.39,-12.23,-0.32,57,57,57,-16.66,-14.54,-14.97,119,145,86,-23.31,-17.65,-17.48,47,28,55,-24.96,-18.44,-22.95,22,86,39,-26.06,-19.76,-23.63,299,112,299,-26.37,-22.91,-24.22,145,103,103,-26.71,-23.26,-25.53,378,52,51,-27.18,-24.33,-26.04,5
1.61,0.9,2.15,6.43,4.8,8.91,-1.19,-0.45,-1.17,28,119,28,-3.19,-12.8,-0.86,57,28,57,-19.97,-15.04,-14.93,119,57,86,-24.95,-16.17,-18.31,299,21,23,-25.15,-19.22,-20.76,22,86,191,-25.54,-20.05,-23.05,190,132,39,-27.73,-20.81,-23.36,328,139,186,-28.47,-20.94,-23.57,376,145,299,-28.65,-21.26,-24.16,5
1.68,0.96,2.13,6.83,5.6,9.25,-1.19,-0.26,-1.2,28,119,28,-2.83,-12.62,-0.94,57,28,57,-17.75,-14.25,-15.4,299,21,86,-23.24,-15.06,-18.62,119,57,299,-23.88,-15.95,-22.38,357,144,47,-24.12,-17.53,-24.2,328,86,189,-25.97,-19.13,-24.26,21,133,61,-27.85,-22.48,-24.33,144,137,115,-28.55,-23.98,-24.68,5
1.66,0.9,2.01,7.27,5.03,8.87,-1.2,-0.37,-1.14,28,119,28,-2.95,-13.36,-1.71,57,28,57,-18.39,-15.44,-15.24,299,57,86,-23.95,-15.63,-18.48,119,145,116,-24.81,-19.47,-24.09,49,86,328,-27.47,-20.26,-24.53,38,22,119,-27.83,-20.89,-24.57,357,133,299,-28.67,-21.93,-25.02,148,299,35,-29.82,-25.12,-25.51,5
1.55,0.94,1.92,6.37,5.71,8.16,-1.12,-0.34,-1.1,28,119,28,-3.72,-12.14,-2.1,57,28,57,-18.86,-12.44,-15.73,119,57,86,-24.26,-15.44,-18.3,297,145,52,-24.82,-18.72,-20.25,23,148,299,-26.58,-21.24,-23.45,378,86,102,-27.04,-21.25,-25.3,145,52,119,-27.63,-22.76,-26.28,328,23,328,-28.3,-23.76,-26.45,5
1.58,0.97,1.98,7.34,5.35,8.61,-1.08,-0.34,-1.08,28,119,28,-3.54,-11.68,-1.69,57,28,57,-18.76,-12.71,-15.89,119,57,86,-22.72,-15.64,-18.42,357,21,299,-24.94,-15.77,-23,299,144,328,-26.02,-18.45,-24,328,140,115,-26.54,-20.98,-24.31,378,133,119,-26.8,-21.21,-24.76,144,86,186,-26.84,-21.93,-25.16,5
1.59,0.93,2.11,6.62,5.88,9.27,-1.21,-0.04,-1.18,28,28,28,-3.44,-12.78,-1.14,57,119,57,-18.14,-13.04,-14.78,119,57,86,-25.78,-15.01,-17.78,35,145,52,-26.96,-18.52,-21.25,39,86,115,-26.99,-19.13,-22.91,297,22,378,-27.13,-20.7,-25.88,144,139,63,-27.8,-21.87,-26.57,378,52,39,-27.96,-23.79,-27.11,5
